datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-24T04:01:00.491Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T04:16:02.893Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T04:37:00.480Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T04:46:00.983Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T05:01:01.309Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T05:16:00.652Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T05:31:02.130Z,9,0,0,0,4,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T05:46:00.577Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T06:01:02.359Z,8,0,0,0,4,60,0,48,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T06:16:00.626Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T06:31:00.476Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T06:46:00.559Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T07:01:02.154Z,9,0,0,0,5,60,0,46,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T07:16:00.640Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T07:31:00.827Z,8,0,0,0,5,60,0,47,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T07:46:00.850Z,8,0,0,0,6,60,0,46,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T08:01:00.744Z,9,0,0,0,6,60,0,45,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T08:16:01.355Z,10,0,0,0,7,60,0,43,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T08:31:00.554Z,12,0,0,0,6,60,0,42,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T08:46:01.992Z,13,0,0,0,6,60,0,41,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T09:01:01.083Z,14,0,0,0,5,60,0,41,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T09:16:01.282Z,16,0,0,0,5,60,0,39,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T09:31:01.356Z,17,0,0,0,6,60,0,37,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T09:46:01.095Z,16,0,0,0,5,60,0,39,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T10:01:00.702Z,17,0,0,0,5,60,0,38,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T10:16:00.996Z,16,0,0,0,7,60,0,37,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T10:31:01.195Z,16,0,0,0,7,60,0,37,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T10:46:01.370Z,25,0,0,0,8,60,0,27,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T11:02:00.785Z,32,0,0,0,9,60,0,19,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
